logFC	logCPM	F	PValue	FDR
ENSG00000104419	-0.574289552444912	9.85179322450621	155.143174068171	2.38180250440988e-08	0.000375157712469601
ENSG00000146674	-0.545019948270433	8.52924951427472	132.799877488246	5.78877425467164e-08	0.000455894916426665
ENSG00000205670	-2.1744385824369	1.84401388075595	66.7379324722455	2.53352005216397e-06	0.0133018247805449
ENSG00000288622	8.56909614858611	0.400599054744813	63.2075244377649	5.76151239596348e-06	0.0187582165880101
ENSG00000059804	-0.285533406416828	8.32851874057626	56.6285447222354	5.95461132245894e-06	0.0187582165880101
ENSG00000285314	3.85019435418887	0.68502773304009	48.9156663149653	1.26456374434231e-05	0.0316029322060001
ENSG00000145386	0.322328075501123	6.59932369744308	46.9854206701024	1.53017532843361e-05	0.0316029322060001
ENSG00000167772	-0.46129191118942	5.04308111730493	46.2009213550774	1.66352683001734e-05	0.0316029322060001
ENSG00000105810	0.378894323242313	6.78132821241215	45.4409158608913	1.80576718845788e-05	0.0316029322060001
ENSG00000118898	-0.259602106394318	7.41215024095095	43.7231394374813	2.18271400965659e-05	0.0343799283661009
ENSG00000132470	-0.365447409282238	6.69002223272522	41.7392786798122	2.73754528371879e-05	0.0391991597853225
ENSG00000283782	0.456830207327874	5.36264041517728	40.3524933028665	3.22361240792655e-05	0.0423125991977092
ENSG00000111674	-0.37319909231503	6.15596182647034	38.3040163083726	4.13788030390091e-05	0.0497869709287093
ENSG00000112378	-0.271266764145859	7.66604536561163	37.2905847159157	4.70003405619326e-05	0.0497869709287093
ENSG00000013588	-0.216638647638315	9.92157567383576	37.2217837284988	4.74131524303625e-05	0.0497869709287093
ENSG00000168615	0.243356494409778	7.74553157612407	36.0063131947196	5.5450092603677e-05	0.0545871505375323
ENSG00000259049	-2.52820006112312	0.951537454762927	35.2332709474682	6.15174296519602e-05	0.0556364662350623
ENSG00000125845	0.280882295347229	6.39493617159325	34.9693607577357	6.35804959831834e-05	0.0556364662350623
ENSG00000251562	-0.254303436684794	10.8863278454777	34.5196409685165	6.7532529005009e-05	0.0559844665451525
ENSG00000257622	-2.25141696273454	1.43911863357585	33.3171493880787	7.96269766323369e-05	0.0627102254467969
ENSG00000116285	-0.346168897695211	7.22136155008113	32.2232015023879	9.27726214952508e-05	0.0695838838653188
ENSG00000130635	-0.181257614739816	10.2775061355831	30.5241655931509	0.000118648789040011	0.0784288860296316
ENSG00000100219	0.26654191830088	7.51787555769606	30.3640229919815	0.000121495180702221	0.0784288860296316
ENSG00000110195	-0.229222125671366	10.8836323601245	30.1949701120965	0.000124586536148594	0.0784288860296316
ENSG00000249992	-0.515110377084056	4.33327614194934	30.1034615551884	0.000126298281970422	0.0784288860296316
ENSG00000185033	-0.344758977143165	5.55974825236206	29.7884699252151	0.000132402194145318	0.0784288860296316
ENSG00000168079	-0.367649967052711	6.19499533648383	29.5994352407272	0.000136230131981286	0.0784288860296316
ENSG00000148926	-0.326422105876627	6.02033702378726	29.4465596673119	0.000139420278638162	0.0784288860296316
ENSG00000100106	-0.296271584459507	6.02074740655183	29.1116868913176	0.000146716983670097	0.0796875589581964
ENSG00000226259	1.13600380575537	1.88625535010781	28.1299608906165	0.000170822724668568	0.0896876245418207
ENSG00000142156	-0.411575425982637	4.59016356390624	27.4211426549097	0.000191090219710284	0.0952498809168752
ENSG00000129493	0.220605150378932	7.35136516765326	27.1390875668316	0.000199929703078664	0.0952498809168752
ENSG00000113083	-0.292302651649825	6.87272142242832	27.1316950327679	0.000200167715544164	0.0952498809168752
ENSG00000103888	-0.763660526367278	3.34843380735477	26.9656016247053	0.000205605736218256	0.0952498809168752
ENSG00000240972	-0.258998382486263	8.07208770275301	26.5300943060191	0.0002206908129907	0.0963114585376817
ENSG00000273590	0.927120085152349	2.78138124754658	26.4305186317151	0.000224323505506919	0.0963114585376817
ENSG00000260899	6.88343781574259	-1.06275346663336	27.9896905436145	0.000232094526414526	0.0963114585376817
ENSG00000021762	-0.370721795839992	5.00196232517982	26.2164945209449	0.000232355750392477	0.0963114585376817
ENSG00000183255	-0.179726229034712	8.29786417447267	25.4223487526256	0.000265252138818524	0.105253328208234
ENSG00000270882	0.444019859359126	4.26679553785263	25.3769152367444	0.000267293068905426	0.105253328208234
ENSG00000105141	-1.06078969603873	2.07808032907294	25.2054704726959	0.00027517128526237	0.105712754004087
ENSG00000143382	-0.304806119630599	5.61652922048227	24.9662763992486	0.000286587882649016	0.106056930970951
ENSG00000148773	0.189382862755364	8.57974358335066	24.9064171609592	0.000289533872881143	0.106056930970951
ENSG00000279753	-3.46362191941144	-0.354253813054164	24.4354653317294	0.000300916935273672	0.107721423806718
ENSG00000173442	-0.269273126754856	6.38970596709594	24.4763706967674	0.000311767488231388	0.109125549047391
ENSG00000239704	-1.32845572201561	2.38105490848938	24.3448830217284	0.000318970846293008	0.109219778260026
ENSG00000129521	-0.469614595198127	4.78052253724546	23.8438847925119	0.000348184090753531	0.11498408219611
ENSG00000117266	-0.369090019903336	4.75707626360766	23.8078231468428	0.000350405431109978	0.11498408219611
ENSG00000205534	1.24316995795523	1.96767598359797	23.4705475111835	0.000372020260636877	0.118640788022964
ENSG00000143847	-0.604392026695713	3.87917968423457	23.401468964671	0.000376613510326215	0.118640788022964
ENSG00000291073	0.456353656676385	4.5997838737517	23.2832811718277	0.000384657858707742	0.118798939853052
ENSG00000111799	0.154074653418541	9.90427237072837	22.9944832724516	0.000405174677868198	0.122728968290423
ENSG00000273331	6.68629986383	-1.21678561828318	24.2244844351421	0.000417932146119262	0.12420470251933
ENSG00000287086	-8.94048768990977	0.733562289583541	33.8145591985299	0.000430064042292812	0.1243965487732
ENSG00000110917	0.182892984253813	7.86694505476343	22.6116047328074	0.000434373067267221	0.1243965487732
ENSG00000185650	-0.201168897547616	7.60095218990261	22.1953744353173	0.000468935696269654	0.130062577714206
ENSG00000131018	0.266929974865312	5.92350876396607	22.1754063028063	0.000470672778217873	0.130062577714206
ENSG00000144867	0.254202543596813	6.2516638327697	21.9909045117356	0.000487082030438721	0.132276363128281
ENSG00000167779	-0.264711153688303	5.76029611399934	21.4371352237027	0.000540485110047758	0.142937874990477
ENSG00000170345	-0.415237594129738	4.47341764792673	21.3981966882597	0.000544490667222945	0.142937874990477
ENSG00000136830	-0.162493490248616	8.89303163804492	21.030060018203	0.00058411396995283	0.145556166386017
ENSG00000164096	-0.247448898779569	5.9136136659514	21.0244984863062	0.000584737923476027	0.145556166386017
ENSG00000134107	-0.161133087066534	8.3783711140664	20.9751489116076	0.000590307812920086	0.145556166386017
ENSG00000274769	-6.54790882266312	-1.33321117189818	22.1809087967642	0.00059142877586852	0.145556166386017
ENSG00000248323	-0.282761454827448	5.54538206591363	20.7768388037464	0.000613322986790906	0.148622313306824
ENSG00000136295	-0.169168421272678	7.92057574463902	20.221702110365	0.000683522795982213	0.157752590317674
ENSG00000284762	-6.50064325048424	-1.36852190633984	21.3146772685774	0.000689834330404848	0.157752590317674
ENSG00000163814	-0.176855839873741	7.75299425607605	20.1592657724094	0.000691989221973347	0.157752590317674
ENSG00000176171	-0.249430770403106	6.06957983206946	20.0241772220692	0.000710729133147421	0.157752590317674
ENSG00000101210	-0.236168613152358	6.2636446411321	20.0134461073734	0.000712242949086827	0.157752590317674
ENSG00000124767	0.214270652450773	6.59516091715754	19.9722173327766	0.000718094106591478	0.157752590317674
ENSG00000162591	-0.186212236425681	7.43179187299556	19.950608940074	0.000721183099585579	0.157752590317674
ENSG00000170558	0.194825254345057	7.00969728129939	19.8817931489165	0.000731124315484111	0.157752590317674
ENSG00000102531	0.170473072247534	7.95620656387426	19.636939488431	0.000767814424447203	0.163430337830647
ENSG00000148180	-0.22511391722548	6.27988665836091	19.4863227186214	0.000791449191793392	0.164339367404931
ENSG00000248101	-3.41625698820587	-0.449352620003684	19.2806121736249	0.000792952315584708	0.164339367404931
ENSG00000102144	-0.151536247748871	9.6140821127179	19.240673808927	0.00083184022720597	0.170159940502873
ENSG00000276168	-0.595769233581451	4.04916064510238	18.9345638651164	0.000885585159727507	0.178831433985487
ENSG00000131747	0.166685585367595	8.46278397603789	18.8546142166374	0.000900277815343722	0.179497162904797
ENSG00000258430	1.88268112266168	0.239505279047138	18.7855844822169	0.000915055540866331	0.18016299780232
ENSG00000075420	0.162868883234674	8.33579070905158	18.5550936808052	0.000957919914861616	0.185846484247257
ENSG00000277801	1.40525479583107	0.869215519132273	18.5087124803301	0.000967520265905344	0.185846484247257
