logFC	logCPM	F	PValue	FDR
ENSG00000038274	-1.96156762054108	6.42583218928946	2112.21891815929	4.61128063375815e-21	6.91553756644709e-17
ENSG00000111716	-1.56521580466736	9.3599645237553	1505.73810131859	1.13955166069809e-19	8.5449281277446e-16
ENSG00000102010	-1.50786134029333	6.30280061262554	1406.7595027462	2.16753157192222e-19	8.76860089887074e-16
ENSG00000140092	1.77625881971621	5.03010027511412	1395.4896738718	2.33876132529726e-19	8.76860089887074e-16
ENSG00000123983	-1.54339431207498	6.81695014409601	1349.31379940799	3.21394857830048e-19	9.63991736575445e-16
ENSG00000112531	-1.69841905171386	6.82802305502983	1269.38104509005	5.72090941881128e-19	1.42994130923188e-15
ENSG00000130021	-1.89630220409588	5.51421014480575	1239.48644512308	7.16443374925577e-19	1.53492875625127e-15
ENSG00000122203	-1.33127505747608	6.52339675169497	1167.54199995244	1.25906762807831e-18	2.36027965228629e-15
ENSG00000166272	-1.89600160532061	5.6936344206075	1145.22436972469	1.51036952729172e-18	2.40998533520652e-15
ENSG00000122565	-1.29955519207135	7.59784407615118	1137.70132238416	1.60697828579484e-18	2.40998533520652e-15
ENSG00000167772	1.61413472679448	5.4368347407667	1096.33717491676	2.27787848399754e-18	2.78316628509695e-15
ENSG00000164924	-1.12284500289918	9.77177572972538	1089.85082566875	2.40873733313037e-18	2.78316628509695e-15
ENSG00000144063	-1.32377696416411	6.89594787164995	1089.66830050928	2.41255995907584e-18	2.78316628509695e-15
ENSG00000169429	2.26178013865729	4.79265369803055	1068.4706650143	2.90307976944475e-18	3.10982052159736e-15
ENSG00000131873	-1.53302261897164	5.31436147454221	1053.12862794978	3.32635953955804e-18	3.15577959928494e-15
ENSG00000130066	1.32820811751071	5.85443808147393	1051.76368466724	3.36683827355865e-18	3.15577959928494e-15
ENSG00000133943	-1.84007232111967	4.56231014646055	1039.42996954159	3.76366069730326e-18	3.32021291043864e-15
ENSG00000170775	1.86426966765419	4.58799866224758	1025.88726862319	4.25663241446383e-18	3.54648423998412e-15
ENSG00000137713	1.38360016101302	6.04555851965576	985.991881278856	6.18008731632802e-18	4.87804049910375e-15
ENSG00000145335	1.41450356701379	6.35546786336873	967.584333752915	7.3775954124494e-18	5.53208992002518e-15
ENSG00000130513	1.06684067851469	8.38062724667338	939.897569555224	9.6907672670739e-18	6.75116043797201e-15
ENSG00000181019	-1.17874492724379	7.21264225492929	937.725470336858	9.90368271223473e-18	6.75116043797201e-15
ENSG00000118515	1.2787450952803	7.92981954207113	917.571926262671	1.21447517258138e-17	7.91890615791431e-15
ENSG00000182628	-1.65884219686948	5.75531958405839	882.580333160215	1.74933901978689e-17	1.09311821998933e-14
ENSG00000100934	-1.20335680996835	7.34365809490292	864.631529838697	2.12092570895998e-17	1.27230091429091e-14
ENSG00000180398	0.910474123689827	8.30387640825356	833.523699482628	2.98999791511093e-17	1.72465379741995e-14
ENSG00000147649	-1.50356402810693	7.00774259497372	829.914831530925	3.11407151429401e-17	1.72969372221731e-14
ENSG00000073756	1.92633135693389	5.06910164327667	824.196740890735	3.32252025128391e-17	1.77956557887517e-14
ENSG00000176890	-1.32105087342004	7.08657129099726	811.083977801419	3.86084848030224e-17	1.99659119514113e-14
ENSG00000101335	1.45454713111126	5.85886784729807	771.952153394527	6.13277338948253e-17	3.06577341740232e-14
ENSG00000198722	-1.21053887916253	6.22442391039139	763.972290147276	6.75881214076813e-17	3.26973889274515e-14
ENSG00000149591	1.7526311745733	4.34764117199419	760.164412082619	7.08287900170638e-17	3.31943551214346e-14
ENSG00000143878	1.33066038953753	9.31768484819582	756.107315531739	7.44516861203414e-17	3.38349071741442e-14
ENSG00000102931	-1.05563582444576	6.44038149740655	724.393071325703	1.11111281474556e-16	4.90098790668798e-14
ENSG00000087842	-0.992226027032546	7.12708116876656	719.538741720881	1.18310500357114e-16	5.06943592530184e-14
ENSG00000112984	-1.11283186664274	6.05450929794504	709.149311483599	1.35520724867757e-16	5.64556753011598e-14
ENSG00000135919	1.59384948657898	3.6976127845804	700.758137021335	1.5147791172789e-16	6.12392028846455e-14
ENSG00000177628	1.04665248058243	6.22618780371022	698.932474764171	1.55170348044044e-16	6.12392028846455e-14
ENSG00000180198	-0.947577158410294	6.79177352482905	696.331449091193	1.60663254279286e-16	6.17812006263192e-14
ENSG00000135069	-1.20301841316833	6.05079770798829	673.779866354896	2.18408187357897e-16	8.18866896451596e-14
ENSG00000146242	2.38826741059662	3.53790923699029	668.409633314885	2.35397428107322e-16	8.34653067330649e-14
ENSG00000117450	-0.972597481786086	9.39780966694686	667.424943097972	2.38568206842663e-16	8.34653067330649e-14
ENSG00000140943	0.908856725232165	7.41763311258332	667.201182291925	2.39315075649916e-16	8.34653067330649e-14
ENSG00000213190	1.00344365907884	7.34575698568473	653.762513713336	2.89268074463849e-16	9.70117580385683e-14
ENSG00000159873	-1.32137284641939	5.11363481111776	653.328673833931	2.91093492814268e-16	9.70117580385683e-14
ENSG00000168528	1.72560899524294	5.19182712998298	648.550377720705	3.11663930454809e-16	1.01609216631104e-13
ENSG00000131016	0.983617641952058	9.04547501946974	640.003489852893	3.52628089335088e-16	1.12518371399113e-13
ENSG00000168309	1.30307718018665	5.04480774546095	632.177826028609	3.95424902932574e-16	1.23545568109996e-13
ENSG00000129038	1.61262950215434	3.70523006941992	625.569814123199	4.36128745962382e-16	1.31022392633553e-13
ENSG00000164985	-1.33035148244988	6.19644440532514	624.532594982672	4.4281767270517e-16	1.31022392633553e-13
ENSG00000121060	-0.950264946541257	6.60560509638334	624.115655897935	4.45565248003682e-16	1.31022392633553e-13
ENSG00000140416	0.781553252419559	8.51913417636636	621.407279473995	4.63955727327578e-16	1.33806616206379e-13
ENSG00000143324	-1.06908826617629	5.62738146341547	617.140255093863	4.94691224553415e-16	1.3921677589446e-13
ENSG00000126790	-2.33051490935217	3.33180452560005	616.523490210001	5.01280649349924e-16	1.3921677589446e-13
