logFC	logCPM	F	PValue	FDR
ENSG00000138326	1.74601984291798	7.965396779449	233.645184049708	1.28599464358862e-07	0.0026774408479515
ENSG00000143641	1.86148390604934	8.39413720605357	196.805899968053	2.65433678092689e-07	0.00276316458894489
ENSG00000184743	1.42874541301741	6.67919289754829	164.245400742369	5.66788415176101e-07	0.0031973541434069
ENSG00000134970	1.63152380202797	6.74603626707414	161.110900008638	6.14285138022459e-07	0.0031973541434069
ENSG00000135535	1.52303489065495	6.74050175205347	125.411296618531	1.73638256651554e-06	0.00700845991454875
ENSG00000185900	-1.38047354141972	6.98767320794684	120.888452381352	2.01972908200252e-06	0.00700845991454875
ENSG00000106366	-1.13279306482001	6.4360885984655	98.6779745399577	4.62745424741531e-06	0.0120995251421866
ENSG00000119616	-1.79940945693471	4.38100990227148	98.5664853870439	4.64919313820811e-06	0.0120995251421866
ENSG00000125249	-1.53544025349044	5.02226542286428	95.2805829016891	5.33313819030548e-06	0.0123373263469067
ENSG00000204370	1.86953494206871	4.11872604951188	89.2387211239602	6.94718049124634e-06	0.0135772662475287
ENSG00000151414	-1.06902281067617	6.43105534277276	87.3721197562066	7.56235779672041e-06	0.0135772662475287
ENSG00000029993	1.44518127714487	5.35097616003974	85.5477459814524	8.23096958576374e-06	0.0135772662475287
ENSG00000225108	-9.24284375978334	1.6763350732767	102.94978680174	9.48988528066023e-06	0.0135772662475287
ENSG00000164176	0.980486175061161	7.14593283181217	82.491678296111	9.52120793237468e-06	0.0135772662475287
ENSG00000131711	-1.10179966151304	8.55005960344974	81.936001369629	9.78189210917052e-06	0.0135772662475287
ENSG00000136261	1.05236925335587	6.09160248199002	79.0592369084518	1.12808441839101e-05	0.014679198494313
ENSG00000072803	1.03254920336343	5.95163258823531	73.5092582602371	1.50596884320203e-05	0.0184436890090978
ENSG00000162368	-1.53440452224182	6.46266952559742	69.9430248000554	1.83250865022031e-05	0.0201926833574752
ENSG00000141429	-0.949241315617465	7.23339957233027	69.2486658170733	1.90587318166897e-05	0.0201926833574752
ENSG00000288534	-9.14521205250406	1.58221839456151	82.6514293765781	2.09615553689977e-05	0.0201926833574752
ENSG00000277443	0.916645034974241	7.15798848424154	66.721191480284	2.20534481561713e-05	0.0201926833574752
ENSG00000249624	8.83220914653734	1.2325286186285	81.4344449795224	2.21070729994048e-05	0.0201926833574752
ENSG00000115884	-1.57591578866859	3.99590490214561	65.9629930249589	2.30655058164899e-05	0.0201926833574752
ENSG00000175130	1.01466060821413	5.60984447301896	65.4059753606699	2.38405538390521e-05	0.0201926833574752
ENSG00000273590	9.13490613293418	1.51987822982631	78.8970033837552	2.47506484254827e-05	0.0201926833574752
ENSG00000148730	0.901917049783556	6.56810432979466	64.4731058110684	2.52166074589027e-05	0.0201926833574752
ENSG00000140526	1.05598911126114	5.25877564751552	63.6116427101065	2.6575681332829e-05	0.0204928031610926
ENSG00000271601	-1.10506614672127	5.23898629124872	62.7390569555747	2.80445509415286e-05	0.0208531268072367
ENSG00000254198	-6.55715844071108	1.13575889352682	54.1337019273195	2.9997468639843e-05	0.0215361136924666
ENSG00000015171	-1.01936408290581	5.09971595175604	58.9515982855334	3.57048947816707e-05	0.0239389852123849
ENSG00000167767	-0.928252290470853	6.2873703459493	58.5390657651837	3.66858313203575e-05	0.0239389852123849
ENSG00000056586	-0.943865353986922	7.12033998922512	58.4944999480384	3.67938293369989e-05	0.0239389852123849
ENSG00000104331	-0.919008030445043	6.53139055100766	57.3962601999571	3.958418959047e-05	0.0249740250688965
ENSG00000132475	-0.945178156100271	7.33836033155294	56.3561384285149	4.24702950750096e-05	0.0257737138723852
ENSG00000185697	-1.17082842178143	4.24657979869846	56.0648536827848	4.33275689497349e-05	0.0257737138723852
ENSG00000162409	-0.933588667685357	5.71126814353909	54.10612805423	4.96518865895983e-05	0.028715341077651
ENSG00000094916	-0.931771158665995	7.78251795305382	53.1043446635194	5.33262634482759e-05	0.0299770415179071
ENSG00000071967	-0.965414558621436	5.24036580429942	52.7483815859889	5.47131401383511e-05	0.0299770415179071
ENSG00000086598	-0.938482811732891	5.68065078269341	51.5954561465994	5.95144456708227e-05	0.0310647610429147
ENSG00000011426	-1.06105270992309	7.27680900876076	51.5571473154075	5.96825380267333e-05	0.0310647610429147
ENSG00000121039	0.895469361145364	6.45055386064041	50.5623263728685	6.42646486858594e-05	0.0326339020887706
ENSG00000268205	-0.866592871671556	5.71465741518761	49.9600437898461	6.72495506635073e-05	0.0333365629717672
ENSG00000225733	0.882472565838503	5.73650555804923	49.3706867698856	7.03368249415235e-05	0.0340561091926167
ENSG00000138944	-0.950917073444404	4.9936327804644	47.7003148143871	8.00855667134953e-05	0.0377104137941903
ENSG00000275140	8.82065872607602	1.2217766015668	56.2049744954783	8.15066580566073e-05	0.0377104137941903
ENSG00000171148	0.882486427465824	5.27587524859968	47.1818988542925	8.3442633451885e-05	0.0377668614884401
ENSG00000173402	0.908704481228172	6.48989225526133	44.7442053415797	0.000101762428017186	0.0450785904535703
ENSG00000171408	1.11067662983119	4.3519216526613	44.4056821638068	0.000104688181373614	0.045408498670805
ENSG00000165650	-0.728210481608294	6.44947496311507	44.1199460336789	0.000107227937355215	0.0455609317497057
ENSG00000117500	-0.924492385554546	5.80565538727675	43.7227156575633	0.00011089429599794	0.0457786037087848
ENSG00000083312	-0.792715874760885	8.95475025892133	42.9219580575106	0.000118764496407114	0.0457786037087848
ENSG00000161013	0.765529673700771	7.28654062719751	42.3067667571365	0.000125281312357376	0.0457786037087848
