dataset_id	mirna	gene_id	score	logFC	FDR	PValue
001	hsa-miR-375-3p	ENSG00000000003	0.70114	0.54049976483542	4.187760423807321e-09	2.42659452443059e-10
001	hsa-miR-375-3p	ENSG00000000419	0.015803	-0.332273120611704	4.32762646205321e-05	9.99959135307139e-06
001	hsa-miR-375-3p	ENSG00000000460	0.297459	-0.785608862540151	4.9555977687018405e-09	2.94751831011672e-10
001	hsa-miR-375-3p	ENSG00000001167	0.989598	0.415391488702085	1.37779896110975e-07	1.39001788901717e-08
001	hsa-miR-375-3p	ENSG00000001561	0.515503	0.149342134010931	0.444622438307634	0.353990258944666
001	hsa-miR-375-3p	ENSG00000002330	0.787558	0.192487145843528	0.0082270804609981	0.0035515182306129
001	hsa-miR-375-3p	ENSG00000002822	0.20224	-0.305184320556462	3.32769633650295e-05	7.46218762396441e-06
001	hsa-miR-375-3p	ENSG00000002919	0.174235	0.0707199943503604	0.365757763318811	0.278909500654392
001	hsa-miR-375-3p	ENSG00000003056	0.439888	0.368611542947575	4.22017586847908e-08	3.5280114476725203e-09
001	hsa-miR-375-3p	ENSG00000003400	0.003401	-0.469750416856348	4.43818365665415e-05	1.02808895267164e-05
001	hsa-miR-375-3p	ENSG00000003436	0.327666	0.157215460079877	0.0015196157181262	0.0005393688382734
001	hsa-miR-375-3p	ENSG00000004142	0.4989	-0.1173577366305	0.0115241689447207	0.0051646288909426
001	hsa-miR-375-3p	ENSG00000004455	0.896579	-0.249328060375961	5.52055875056248e-06	9.94267465844453e-07
001	hsa-miR-375-3p	ENSG00000004700	0.441688	-0.175259046895055	0.0121426150293448	0.0054968469316677
001	hsa-miR-375-3p	ENSG00000004766	0.758152	-0.298969657963748	0.0001705315967084	4.68828281142316e-05
001	hsa-miR-375-3p	ENSG00000004779	0.745149	0.111447925550206	0.0926418370339587	0.0549908403864973
001	hsa-miR-375-3p	ENSG00000004961	0.728946	-0.171047138277131	0.0034874671282124	0.001359686623902
001	hsa-miR-375-3p	ENSG00000005020	0.097219	-0.111915175602088	0.0277454056064088	0.0138353387430588
001	hsa-miR-375-3p	ENSG00000005059	0.590118	-0.0556232403353465	0.445528163705301	0.354800484038969
001	hsa-miR-375-3p	ENSG00000005073	0.140628	0.0043786154522606	0.960318212158643	0.944696797342586
001	hsa-miR-375-3p	ENSG00000005075	0.132627	-0.0412686903340049	0.533734479750849	0.443764434754507
001	hsa-miR-375-3p	ENSG00000005175	0.283257	-0.27290451735486	0.0002823187644145	8.25853450347947e-05
001	hsa-miR-375-3p	ENSG00000005187	0.384277	-0.624557446663737	0.142421146121533	0.0911012905743725
001	hsa-miR-375-3p	ENSG00000005189	0.217443	-0.344186809323046	0.0731398406015591	0.0419126352023604
001	hsa-miR-375-3p	ENSG00000005194	0.863973	0.127773870601662	0.0318623926587925	0.0161638383242044
001	hsa-miR-375-3p	ENSG00000005206	0.083217	0.196293882416191	0.0160609922315403	0.0075105513449217
001	hsa-miR-375-3p	ENSG00000005243	0.20124	-0.0579295930338274	0.707043503290587	0.633617673102395
001	hsa-miR-375-3p	ENSG00000005812	0.154831	-0.188616572421588	0.0038612953472225	0.0015262891790581
001	hsa-miR-375-3p	ENSG00000005882	0.403881	0.170551298664267	0.0196078334340711	0.0094057980745954
001	hsa-miR-375-3p	ENSG00000006015	0.963593	0.204847211237644	0.0112093870344639	0.0050026290205819
001	hsa-miR-375-3p	ENSG00000006025	0.980796	-0.254129858892126	0.0787849308018026	0.0457044007451946
001	hsa-miR-375-3p	ENSG00000006118	0.954991	0.485045365844743	4.09765883061348e-07	4.97008829291586e-08
001	hsa-miR-375-3p	ENSG00000006194	0.904781	0.0242399088291042	0.8098439138481	0.752495495063898
001	hsa-miR-375-3p	ENSG00000006327	0.693339	0.386996930041379	1.21493359459465e-07	1.20464509912799e-08
001	hsa-miR-375-3p	ENSG00000006432	0.845569	0.0884110253653212	0.783266752150993	0.721115159495149
001	hsa-miR-375-3p	ENSG00000006451	0.564313	-0.104128454254677	0.0497425323205248	0.0268980693252052
001	hsa-miR-375-3p	ENSG00000006468	0.617323	0.584657542515341	2.68708294734606e-08	2.05692553414235e-09
001	hsa-miR-375-3p	ENSG00000006530	0.696339	-0.155950703016436	0.0397516861524368	0.0208752875587019
001	hsa-miR-375-3p	ENSG00000006534	0.653331	-1.85447786784763	0.0051354708612474	0.002096718549271
001	hsa-miR-375-3p	ENSG00000006576	0.272655	-1.0160435950032	1.11446923512578e-10	2.84618068315779e-12
001	hsa-miR-375-3p	ENSG00000006634	0.344869	-0.684702438008982	4.75202800176045e-07	5.93171728965498e-08
001	hsa-miR-375-3p	ENSG00000006695	0.370474	-0.406476067578753	7.97976084437069e-05	1.99746764084601e-05
001	hsa-miR-375-3p	ENSG00000006704	0.205441	0.183863879596972	0.0125939469238026	0.0057298171617156
001	hsa-miR-375-3p	ENSG00000006744	0.487497	0.198592057079196	0.0002750953152876	8.01421239242429e-05
001	hsa-miR-375-3p	ENSG00000006757	0.707542	0.32360191861842	0.0009905858714353	0.0003347528970083
001	hsa-miR-375-3p	ENSG00000007047	0.903381	0.45556512737549	6.338373099543021e-09	3.92635100985228e-10
001	hsa-miR-375-3p	ENSG00000007080	0.60232	-0.0028231843910999	0.969076929008026	0.957316443505628
001	hsa-miR-375-3p	ENSG00000007255	0.178836	0.158395919716517	0.197863876549141	0.133782737094638
001	hsa-miR-375-3p	ENSG00000007312	0.246649	-0.162713339117962	0.605449668642614	0.521315701219049
001	hsa-miR-375-3p	ENSG00000007376	0.325265	0.0445593710119534	0.481918952561671	0.391492871844959
001	hsa-miR-375-3p	ENSG00000007392	0.118824	-0.117357428655011	0.0742366632218548	0.0426203687630973
001	hsa-miR-375-3p	ENSG00000007516	0.760752	0.185154408610442	0.75248657373705	0.685300061283949
001	hsa-miR-375-3p	ENSG00000007866	0.665733	0.435979467371532	0.0256595048308415	0.0126680651975429
001	hsa-miR-375-3p	ENSG00000007923	0.642529	-0.0312262682390548	0.547811076506716	0.458901817307053
001	hsa-miR-375-3p	ENSG00000007944	0.125225	0.592731279026186	1.27013532024979e-08	8.82497168567238e-10
001	hsa-miR-375-3p	ENSG00000008018	0.271854	0.0510027299706453	0.325129402591396	0.241792907054867
001	hsa-miR-375-3p	ENSG00000008083	0.392879	0.073697424188933	0.431002299434844	0.340818581649517
001	hsa-miR-375-3p	ENSG00000008086	0.989198	0.51939796560776	1.56841500680143e-05	3.20438993187944e-06
001	hsa-miR-375-3p	ENSG00000008128	0.736947	-0.152595505988979	0.0270231097490979	0.013425964575617
001	hsa-miR-375-3p	ENSG00000008256	0.677936	-0.0462245778572612	0.551359728375369	0.462808473133996
001	hsa-miR-375-3p	ENSG00000008282	0.514503	0.0149581233655421	0.778420041061646	0.715630873426419
001	hsa-miR-375-3p	ENSG00000008324	0.959992	-0.154522983915854	0.0996622692901488	0.0600286242913859
001	hsa-miR-375-3p	ENSG00000008441	0.486697	-0.489575247135588	2.87384354270402e-07	3.2845021218875e-08
001	hsa-miR-375-3p	ENSG00000008513	0.031206	0.348840886749803	2.9369024218229e-06	4.81748346848325e-07
001	hsa-miR-375-3p	ENSG00000008735	0.35207	0.420678807514792	0.0513497483408571	0.0279295790635708
001	hsa-miR-375-3p	ENSG00000008869	0.386277	0.304948819391258	0.0030572217478965	0.001175023415008
001	hsa-miR-375-3p	ENSG00000009954	0.987598	-0.370227095728642	0.0001177899297276	3.10949077676786e-05
001	hsa-miR-375-3p	ENSG00000010219	0.576715	0.219775553808924	0.0102846913068987	0.004554286521912
001	hsa-miR-375-3p	ENSG00000010270	0.567113	0.205744807020002	0.0036197652803989	0.0014194732022422
001	hsa-miR-375-3p	ENSG00000010295	0.545709	-0.0387962393293935	0.675648608062012	0.599239990386933
001	hsa-miR-375-3p	ENSG00000010318	0.19764	-0.125038051643786	0.606538596632994	0.52245553052644
001	hsa-miR-375-3p	ENSG00000010319	0.89838	-0.844232881484029	0.0072255917333386	0.0030714907848259
001	hsa-miR-375-3p	ENSG00000010361	0.031606	-1.33200160429518	1.04497515332443e-10	2.61296047540616e-12
001	hsa-miR-375-3p	ENSG00000010810	0.089218	0.126151920021376	0.0124022196187145	0.0056242912333718
001	hsa-miR-375-3p	ENSG00000011007	0.385677	0.737272247836206	1.2197801230618601e-09	5.571443517352629e-11
001	hsa-miR-375-3p	ENSG00000011028	0.778556	0.22065960247196	0.0673859674173217	0.0381525804721263
001	hsa-miR-375-3p	ENSG00000011198	0.574315	0.293100082445609	0.0002440163559495	7.03395817010023e-05
001	hsa-miR-375-3p	ENSG00000011258	0.125625	-0.0085586164168169	0.940011962466553	0.916836621422207
001	hsa-miR-375-3p	ENSG00000011275	0.095019	-0.0385181108017764	0.498223313928972	0.407362424177973
001	hsa-miR-375-3p	ENSG00000011304	0.568114	-0.227880899271733	8.15512996850952e-06	1.54217167371428e-06
001	hsa-miR-375-3p	ENSG00000011332	0.520504	0.29552754023914	0.132433656280899	0.0837413057619367
001	hsa-miR-375-3p	ENSG00000011405	0.395479	-0.692436864765458	7.403723248212721e-09	4.69489951927072e-10
001	hsa-miR-375-3p	ENSG00000011422	0.375675	0.742344026285801	7.189153657462229e-11	1.59151764638092e-12
001	hsa-miR-375-3p	ENSG00000011465	0.368274	0.0934925212004157	0.853325847791131	0.80587143977234
001	hsa-miR-375-3p	ENSG00000011485	0.067213	-0.0755329874329562	0.103758589647065	0.0628578308731337
001	hsa-miR-375-3p	ENSG00000012061	0.247049	0.127174525165532	0.0086621711877985	0.0037607119159669
001	hsa-miR-375-3p	ENSG00000012232	0.635527	-0.177071751295638	0.0007670992606582	0.0002514870824248
001	hsa-miR-375-3p	ENSG00000013016	0.367073	0.759408310444687	4.19723762771969e-05	9.67516868642193e-06
001	hsa-miR-375-3p	ENSG00000013275	0.567714	0.112140633268118	0.0159014662013562	0.007428859358647
001	hsa-miR-375-3p	ENSG00000013288	0.858172	0.402976219308317	0.0008335880679234	0.0002764175142884
001	hsa-miR-375-3p	ENSG00000013441	0.504701	-0.0325668080692418	0.737353421092426	0.667290833571141
001	hsa-miR-375-3p	ENSG00000013561	0.825765	0.453158432415082	1.05456404374409e-08	7.08105615823366e-10
001	hsa-miR-375-3p	ENSG00000013583	0.215843	-0.158839279371049	0.0109802271514028	0.0048882161022518
001	hsa-miR-375-3p	ENSG00000013588	0.327265	-0.129180779730154	0.101428816700964	0.0612346806968414
001	hsa-miR-375-3p	ENSG00000013810	0.078216	-0.742329734380744	1.28132278671797e-10	3.4431758554867e-12
001	hsa-miR-375-3p	ENSG00000014138	0.25205	-0.59077697746335	2.61597093512521e-06	4.21305956077467e-07
001	hsa-miR-375-3p	ENSG00000014919	0.616523	-0.114270298130519	0.0745453367422557	0.0428274069061329
001	hsa-miR-375-3p	ENSG00000015153	0.29966	-0.289335971479296	0.0099078738118131	0.0043709070573418
001	hsa-miR-375-3p	ENSG00000015475	0.156431	0.193537828855698	0.0042214427664838	0.0016846926023475
001	hsa-miR-375-3p	ENSG00000018510	0.210642	-0.226824766089348	6.29315603534696e-05	1.52786431450945e-05
001	hsa-miR-375-3p	ENSG00000018869	0.038808	0.337928585730954	0.268529853465767	0.192090969392595
001	hsa-miR-375-3p	ENSG00000020181	0.040208	-0.214920766217193	0.0004808453542103	0.0001499575729573
001	hsa-miR-375-3p	ENSG00000020922	0.658732	-0.826527541107774	5.17201561961808e-10	1.8767752960707298e-11
001	hsa-miR-375-3p	ENSG00000022267	0.74775	-0.0759110057500749	0.239700654067883	0.167887955613059
001	hsa-miR-375-3p	ENSG00000023191	0.55171	0.0071937602759743	0.883193585405035	0.844089728586408
001	hsa-miR-375-3p	ENSG00000023287	0.586717	-0.536997028460264	9.27436081772398e-07	1.28382830283357e-07
001	hsa-miR-375-3p	ENSG00000023318	0.103621	0.0396190198172691	0.473718447917848	0.383062186964042
001	hsa-miR-375-3p	ENSG00000023330	0.34987	0.0136169178470209	0.80133688576231	0.742346692931638
001	hsa-miR-375-3p	ENSG00000023572	0.683737	0.0591459181089906	0.381464356743788	0.293608259644832
001	hsa-miR-375-3p	ENSG00000023734	0.174435	0.116384758336957	0.0207781331574336	0.0100364603982429
001	hsa-miR-375-3p	ENSG00000023909	0.712342	-0.260186574196759	3.93408059181189e-06	6.75485598714117e-07
001	hsa-miR-375-3p	ENSG00000024862	0.541508	0.0690868994411745	0.481918952561671	0.391429415493957
001	hsa-miR-375-3p	ENSG00000025434	0.594119	0.0071355585917772	0.963852045263178	0.950351678013677
001	hsa-miR-375-3p	ENSG00000025772	0.245049	-0.130142209007736	0.007956093857651	0.0034191521579356
001	hsa-miR-375-3p	ENSG00000026036	0.084617	-0.407222857857709	0.17902378925623	0.118692640966506
001	hsa-miR-375-3p	ENSG00000026103	0.229246	0.504444796052615	2.89498853056513e-05	6.39534373658883e-06
001	hsa-miR-375-3p	ENSG00000026508	0.979996	0.31053914075695	3.59454679787328e-06	6.09885349416352e-07
001	hsa-miR-375-3p	ENSG00000026652	0.95119	0.797491895343223	2.05835535154039e-08	1.50839003223504e-09
001	hsa-miR-375-3p	ENSG00000027001	0.653131	-0.219438682820749	0.0005695639743922	0.0001808157686258
001	hsa-miR-375-3p	ENSG00000028203	0.65093	-0.276375768147947	7.93441595810036e-06	1.49302672759613e-06
001	hsa-miR-375-3p	ENSG00000028277	0.956391	0.356747675715887	0.0337178781562847	0.0172377790107511
001	hsa-miR-375-3p	ENSG00000028839	0.722945	-0.309844480512627	5.69484240093272e-05	1.36475719070162e-05
001	hsa-miR-375-3p	ENSG00000029534	0.584117	-0.925563590930091	0.0138744037033899	0.0063835024040401
001	hsa-miR-375-3p	ENSG00000029993	0.805361	-0.946257366841282	6.55298753204611e-13	3.49562580891971e-15
001	hsa-miR-375-3p	ENSG00000030066	0.170234	-0.235634972834433	0.0003681956188189	0.0001119293076078
001	hsa-miR-375-3p	ENSG00000030110	0.460692	0.729631936165236	7.904136276037319e-12	9.20910152311058e-14
001	hsa-miR-375-3p	ENSG00000030419	0.040008	0.627785912590879	0.26722276504378	0.190924313358945
001	hsa-miR-375-3p	ENSG00000030582	0.982396	0.527739447290924	5.09301231689307e-06	9.07756346139573e-07
001	hsa-miR-375-3p	ENSG00000031081	0.007602	0.285764935054824	6.11171607532472e-06	1.11214730743223e-06
001	hsa-miR-375-3p	ENSG00000031823	0.433087	-0.56189386976633	1.0082872327477e-08	6.709813017818271e-10
001	hsa-miR-375-3p	ENSG00000032742	0.360072	-0.0828800702309192	0.286089614988689	0.20739923279036
001	hsa-miR-375-3p	ENSG00000033011	0.334867	-0.0556899220507473	0.347984094286737	0.262618122233599
001	hsa-miR-375-3p	ENSG00000033122	0.894579	-0.500280642423072	0.219137045976305	0.150869507215133
001	hsa-miR-375-3p	ENSG00000033170	0.705941	-0.351399507101919	5.55108608314267e-06	1.00050581334498e-06
001	hsa-miR-375-3p	ENSG00000033627	0.678736	0.365437617484526	1.02742977294988e-05	1.99087212121914e-06
001	hsa-miR-375-3p	ENSG00000033800	0.931586	-0.231281615604362	0.0023289334211221	0.0008666918332521
001	hsa-miR-375-3p	ENSG00000033867	0.326665	0.446553256896051	6.47495455727356e-08	5.85884732561193e-09
001	hsa-miR-375-3p	ENSG00000034510	0.839768	0.161445617968958	0.001540336726172	0.0005473397622038
001	hsa-miR-375-3p	ENSG00000034533	0.604721	-0.253677258012874	0.0591050493137605	0.032825628841389
001	hsa-miR-375-3p	ENSG00000034677	0.889978	-0.110665909880197	0.110374554760432	0.0674302641004921
001	hsa-miR-375-3p	ENSG00000035403	0.338268	-0.068343942534054	0.112900480145405	0.069274536127093
001	hsa-miR-375-3p	ENSG00000035499	0.535107	-0.692001536286854	2.24558450016096e-08	1.6740437895445402e-09
001	hsa-miR-375-3p	ENSG00000036257	0.524105	-0.111463721002443	0.0101563595523673	0.0044920406021772
001	hsa-miR-375-3p	ENSG00000036448	0.523105	0.40305008793185	0.294277141002994	0.214488830064202
001	hsa-miR-375-3p	ENSG00000037042	0.724345	0.0985470254363277	0.577677824882813	0.491047336907788
001	hsa-miR-375-3p	ENSG00000037897	0.388678	-0.647640396939027	2.65809804577655e-07	2.98121018403425e-08
001	hsa-miR-375-3p	ENSG00000037965	0.783357	0.04293615989609	0.903608598080871	0.870529907653026
001	hsa-miR-375-3p	ENSG00000038210	0.126625	0.120864819512913	0.0535928928787093	0.0293461916596626
001	hsa-miR-375-3p	ENSG00000038295	0.532306	-0.0440479494830808	0.633887099308411	0.552479714280206
001	hsa-miR-375-3p	ENSG00000038532	0.871774	0.064525414991285	0.375572383182515	0.288146685396947
001	hsa-miR-375-3p	ENSG00000039123	0.026405	-0.334350456059514	4.99045443868539e-07	6.27924753337289e-08
001	hsa-miR-375-3p	ENSG00000039139	0.117423	0.556789070257172	0.0824303658017081	0.0481929350769739
001	hsa-miR-375-3p	ENSG00000039523	0.476695	-0.0454930051735795	0.368739560445908	0.281693481913651
001	hsa-miR-375-3p	ENSG00000040487	0.573515	0.544394386978793	5.68991691217846e-07	7.31110881494159e-08
001	hsa-miR-375-3p	ENSG00000041357	0.05001	-0.2330721813623	4.43954551418884e-05	1.02876285433136e-05
001	hsa-miR-375-3p	ENSG00000042429	0.89818	0.206006654990648	0.0015869775471438	0.0005657119401901
001	hsa-miR-375-3p	ENSG00000043591	0.35027	0.547491893898836	0.0478214413411072	0.0257139496549102
001	hsa-miR-375-3p	ENSG00000044446	0.169234	0.0025274238687275	0.974640527815814	0.965412085130621
001	hsa-miR-375-3p	ENSG00000046647	0.836967	0.290759818033053	0.0007923362681971	0.0002608364443615
001	hsa-miR-375-3p	ENSG00000046651	0.541108	0.0103807373509141	0.947725606473904	0.927756193148188
001	hsa-miR-375-3p	ENSG00000046653	0.918784	-0.418917079143195	0.329097029920735	0.245292165129958
001	hsa-miR-375-3p	ENSG00000047056	0.071614	0.147142814115414	0.0123344066440815	0.0055910713053587
001	hsa-miR-375-3p	ENSG00000047188	0.502701	-0.241907712216812	0.0010821396135552	0.0003695885244135
001	hsa-miR-375-3p	ENSG00000047346	0.420484	0.285975021437229	0.0003580855144418	0.0001084738609127
001	hsa-miR-375-3p	ENSG00000047617	0.104421	-0.616751148465425	0.0521536307645964	0.0284363698581119
001	hsa-miR-375-3p	ENSG00000047648	0.667534	1.88531660886594	3.20526325592107e-08	2.5454881228259e-09
001	hsa-miR-375-3p	ENSG00000047932	0.681736	0.687659734246961	3.08848280012619e-10	1.0173438042690799e-11
001	hsa-miR-375-3p	ENSG00000048162	0.934987	-0.286164296563845	0.0001334845358111	3.57543095521477e-05
001	hsa-miR-375-3p	ENSG00000048405	0.418284	0.26193362755239	0.0047641758155123	0.0019251120518773
001	hsa-miR-375-3p	ENSG00000048649	0.826565	0.0671880522299615	0.2956772874313	0.215769302770431
001	hsa-miR-375-3p	ENSG00000048707	0.24945	-0.162046930434178	0.0093290904799643	0.004088825213363
001	hsa-miR-375-3p	ENSG00000048740	0.923985	0.303678481030259	0.000179690187237	4.96523395286052e-05
001	hsa-miR-375-3p	ENSG00000048828	0.932587	-0.255943682658232	2.57112214022494e-06	4.1231904695879e-07
001	hsa-miR-375-3p	ENSG00000049130	0.610922	0.395265539570576	5.38237853313313e-07	6.84271101864646e-08
001	hsa-miR-375-3p	ENSG00000049192	0.318664	-0.688406938261123	1.72645071857784e-07	1.8050774999867e-08
001	hsa-miR-375-3p	ENSG00000049239	0.766353	-0.980141255592542	1.36597196721428e-10	3.76172849542908e-12
001	hsa-miR-375-3p	ENSG00000049449	0.628726	-0.0344929834412001	0.427512175969989	0.337264447742865
001	hsa-miR-375-3p	ENSG00000049540	0.892779	-0.31325659214999	0.293229278812512	0.213670037931795
001	hsa-miR-375-3p	ENSG00000049618	0.624725	-0.00679645199014	0.93028554286698	0.903487959715781
001	hsa-miR-375-3p	ENSG00000049656	0.961992	0.164795464525789	0.0009076381348913	0.0003043616843614
001	hsa-miR-375-3p	ENSG00000049860	0.225045	0.160428959107425	0.000638402872159	0.0002052662965626
001	hsa-miR-375-3p	ENSG00000049883	0.437688	-0.262449075028961	0.0103315219121709	0.0045784686689529
001	hsa-miR-375-3p	ENSG00000050130	0.823565	0.260146816955373	0.0002887623074538	8.48938463402072e-05
001	hsa-miR-375-3p	ENSG00000050165	0.703541	0.756320337897524	2.30346449256369e-11	3.73505451728416e-13
001	hsa-miR-375-3p	ENSG00000050344	0.686537	-0.0016556909446687	0.978567061914991	0.970671708544869
001	hsa-miR-375-3p	ENSG00000050748	0.55091	-0.0306174977193809	0.573124428637734	0.485778862237729
001	hsa-miR-375-3p	ENSG00000050820	0.967393	0.270361276122289	2.62065241744519e-06	4.2253367642745e-07
001	hsa-miR-375-3p	ENSG00000051108	0.315063	-0.180368338794197	0.003159006947375	0.0012187780354412
001	hsa-miR-375-3p	ENSG00000051382	0.234047	-0.316182741984823	3.46722120530317e-06	5.83534461704688e-07
001	hsa-miR-375-3p	ENSG00000051825	0.827966	-0.303944691233833	0.0023653849869434	0.0008818341976395
001	hsa-miR-375-3p	ENSG00000052723	0.092218	-0.0017189072143638	0.980298922891304	0.973304725068449
001	hsa-miR-375-3p	ENSG00000052841	0.074415	0.240982649739649	0.0055376703030318	0.0022858064200107
